ref_hash,obj
2455118784942101562_st,74531.82
2455270060114276607_sc,246219.47
2455270060114276607_st,85864.94
2459250257474891344_sc,254594.7
2459250257474891344_st,107327.34
2460607203184059105_sc,134311.73
2460607203184059105_st,119847.75
2464206192857008390_sc,231198.3
2464206192857008390_st,62984.562000000005
2464876018519892956_sc,134311.73
2464876018519892956_st,113896.24
2467016814319657061_sc,244416.67
2467016814319657061_st,51113.887
2470047133471525702_sc,253869.72
2470047133471525702_st,232415.44
2474168749200368399_sc,248367.52
2474168749200368399_st,124868.73
2474542128521487862_sc,134311.73
2474542128521487862_st,71888.36
2478259707885415199_sc,244416.67
2478259707885415199_st,84719.57
2479538400306230680_sc,254936.53
2479538400306230680_st,236391.02
2481871097948120998_sc,255367.38
2481871097948120998_st,176199.56
2483567424631956439_sc,134311.73
2483567424631956439_st,152284.94
2484160000613327544_sc,253519.08
2484160000613327544_st,145039.11
2488339378389610821_sc,134311.73
2488339378389610821_st,36564.355
2489124341148673883_sc,249003.64
2489124341148673883_st,137386.06
2491472527814168488_sc,254005.86
2491472527814168488_st,26547.785
2495130409733646210_sc,134311.73
2495130409733646210_st,53647.773
2496509877524592044_sc,257675.77
2496509877524592044_st,946.4767
2497114369936044677_sc,134311.73
2497114369936044677_st,47101.234000000004
2499119950718893885_sc,254064.27
2499119950718893885_st,83097.1
250037176080491612_sc,134311.73
250037176080491612_st,119847.75
2500914416921064059_sc,255653.66
2500914416921064059_st,35092.58
2503550535821423057_sc,244307.16
2503550535821423057_st,80124.586
2504191537373660180_sc,243053.89
2504191537373660180_st,229743.73
2510391471995466870_sc,134311.73
2510391471995466870_st,112163.24
2510722514251548424_sc,134311.73
2510722514251548424_st,119847.75
2513171329708160030_sc,256416.92
2513171329708160030_st,240229.11
2515791454718586587_sc,246650.31
2515791454718586587_st,231378.97
2516928491495359485_sc,255002.7
2516928491495359485_st,159671.3
2516964737570106079_sc,253538.06
2516964737570106079_st,229785.16
2519439499455832352_sc,134311.73
2519439499455832352_st,174887.25
251967580184044876_sc,240453.97
251967580184044876_st,43400.176
252338202965063921_sc,134311.73
252338202965063921_st,128989.61
2523825214664588988_sc,254594.17
2523825214664588988_st,157692.89
2524941725547003144_sc,134311.73
2524941725547003144_st,179707.84
2524984757226459208_sc,245877.11
2524984757226459208_st,111463.71
2529979828185936296_sc,253277.67
2529979828185936296_st,229743.73
253067207443445807_sc,134311.73
253067207443445807_st,183288.36
2531174946314865413_sc,255654.19
2531174946314865413_st,122940.02
2533180495915107898_sc,249003.64
2533180495915107898_st,233438.88
2534043580768379102_sc,253592.62
2534043580768379102_st,158144.47
2536198026267742213_sc,134311.73
2536198026267742213_st,86825.42
2537411988838616216_sc,134311.73
2537411988838616216_st,122154.01
253912872198147741_sc,134311.73
253912872198147741_st,80839.24
2543017079260150793_sc,134311.73
2543017079260150793_st,119847.75
2543284589793853605_sc,134311.73
2543284589793853605_st,179194.8
254426154048305631_sc,134311.73
254426154048305631_st,174009.86
254448742907625049_sc,252745.88
254448742907625049_st,75388.0
2545393844241298657_sc,134311.73
2545393844241298657_st,168577.81
2545884686963074735_sc,252898.08
2545884686963074735_st,38629.87
2546761282972909417_sc,134311.73
2546761282972909417_st,119847.75
2551221563998301791_sc,245189.88
2551221563998301791_st,20603.22
2551227130597967761_sc,134311.73
2551227130597967761_st,119847.75
2551997046499500757_sc,255126.5
2551997046499500757_st,112354.445
255216928279318135_sc,245208.86
255216928279318135_st,140851.7
2556096199879499513_sc,244416.67
2556096199879499513_st,53169.113
2556661701287459898_sc,134311.73
2556661701287459898_st,149797.75
2557590408171318585_sc,244808.95
2557590408171318585_st,114798.125
2557754946296385846_sc,134311.73
2557754946296385846_st,61899.95
2562426496034024868_sc,252800.44
2562426496034024868_st,151994.89
2563689338273435331_sc,134311.73
2563689338273435331_st,54013.492
2564448532269679034_sc,244416.67
2564448532269679034_st,233518.22
2565969151886342700_sc,134311.73
2565969151886342700_st,24045.38
256795806933299210_sc,256017.75
256795806933299210_st,89824.09
2569372958696716049_sc,134311.73
2569372958696716049_st,50271.008
2569846933036679954_sc,134311.73
2569846933036679954_st,70408.445
257138981385769818_sc,134311.73
257138981385769818_st,119847.75
257524371839649379_sc,257675.77
257524371839649379_st,58976.523
257611725240318580_sc,253519.08
257611725240318580_st,123599.02
2576393960536326801_sc,134311.73
2576393960536326801_st,70389.875
2578385297152367915_sc,134311.73
2578385297152367915_st,119847.75
2579376103104581664_sc,255386.36
2579376103104581664_st,9048.195
2586181448550359622_sc,134311.73
2586181448550359622_st,46455.434
2590339143145365557_sc,134311.73
2590339143145365557_st,93314.3
2591498476407212903_sc,255540.52
2591498476407212903_st,132539.02
2593357986886256655_sc,248367.52
2593357986886256655_st,155721.36
2594530684596950729_sc,254808.5
2594530684596950729_st,79844.99
2594718759684164591_sc,134311.73
2594718759684164591_st,115775.54
2596337982344892983_sc,134311.73
2596337982344892983_st,158844.77
2596462906938170152_sc,247200.84
2596462906938170152_st,-6785.3687
2599521134878466916_sc,242944.38
2599521134878466916_st,233771.02
2600012552740072798_sc,134311.73
2600012552740072798_st,114085.29
2600156590545197724_sc,134311.73
2600156590545197724_st,70883.32
2600893542206467034_sc,256107.38
2600893542206467034_st,97988.0
2604724694595858333_sc,253924.08
2604724694595858333_st,68439.87
2605999838772579634_sc,134311.73
2605999838772579634_st,119847.75
260685136384490686_sc,134311.73
260685136384490686_st,119847.75
2607326790428176337_sc,134311.73
2607326790428176337_st,152298.3
2609750982667504149_sc,253025.47
2609750982667504149_st,111979.04
2611518832157565553_sc,254069.86
2611518832157565553_st,228194.73
2613912949123876893_sc,134311.73
2613912949123876893_st,33419.45
2614236342449873944_sc,252563.52
2614236342449873944_st,15485.542
2615839393938336854_sc,246749.94
2615839393938336854_st,194360.48
2620146301165451011_sc,254856.45
2620146301165451011_st,112745.74
2620243696765113332_sc,134311.73
2620243696765113332_st,119847.75
2623530628036519747_sc,134311.73
2623530628036519747_st,169158.08
2627778161330231436_sc,255728.72
2627778161330231436_st,234201.86
263062367567702611_sc,134311.73
263062367567702611_st,119847.75
2631174026565927662_sc,253424.28
2631174026565927662_st,69712.38
263177226246223179_sc,252949.53
263177226246223179_st,77480.8
2632643604187675739_sc,134311.73
2632643604187675739_st,17512.48
2632650294219646745_sc,134311.73
2632650294219646745_st,164035.66
2633362662420692122_sc,134311.73
2633362662420692122_st,12768.683
2633593905998472161_sc,246664.31
2633593905998472161_st,230518.92
2636647041713430800_sc,256107.38
2636647041713430800_st,176363.28
2636872394397612556_sc,134311.73
2636872394397612556_st,119847.75
2639328235490886384_sc,255709.73
2639328235490886384_st,111125.85
2639616708156699987_sc,245051.72
2639616708156699987_st,105821.49
2641172405850214118_sc,134311.73
2641172405850214118_st,111641.555
2649253494066590734_sc,253053.52
2649253494066590734_st,100078.77
2651952410150960149_sc,134311.73
2651952410150960149_st,151058.53
2654186455818940499_sc,253519.08
2654186455818940499_st,186920.9
2654761384779079312_sc,245051.72
2654761384779079312_st,69662.414
2656336065440531305_sc,246219.47
2656336065440531305_st,69267.93
2656395677549489294_sc,254668.25
2656395677549489294_st,103696.96
2663643900293507912_sc,249003.64
2663643900293507912_st,101368.62
2666756337033498062_sc,255675.39
2666756337033498062_st,47722.312000000005
2669079432757159749_sc,254069.86
2669079432757159749_st,69071.94
2671675000143865054_sc,134311.73
2671675000143865054_st,108477.92
2673799493440630713_sc,134311.73
2673799493440630713_st,41339.09
2674361760069302541_sc,255198.16
2674361760069302541_st,136919.48
2674925825001909039_sc,255002.7
2674925825001909039_st,112025.75
2676285936607731794_sc,246219.47
2676285936607731794_st,184646.94
2677645807717907925_sc,246219.47
2677645807717907925_st,50338.293
2682114559925090573_sc,134311.73
2682114559925090573_st,119847.75
2682255369279285201_sc,257675.77
2682255369279285201_st,156219.56
2688614241602423846_sc,249003.64
2688614241602423846_st,157568.5
2689962419730481331_sc,245877.11
2689962419730481331_st,168265.53
2696553387054291934_sc,256571.1
2696553387054291934_st,-8675.881
270285562542899857_sc,254064.27
270285562542899857_st,158217.78
2704343257649340363_sc,248709.88
2704343257649340363_st,199246.16
2705731221448729969_sc,134311.73
2705731221448729969_st,119847.75
2706349094921834169_sc,255728.72
2706349094921834169_st,27238.686
2706468482625784455_sc,134311.73
2706468482625784455_st,88723.04
2708833383540113705_sc,245544.3
2708833383540113705_st,181411.4
2708928415050898950_sc,247011.66
2708928415050898950_st,119087.19
2708956894345852348_sc,247436.86
2708956894345852348_st,236296.64
2711876066722509112_sc,243846.08
2711876066722509112_st,100173.87
2714305773323316946_sc,134311.73
2714305773323316946_st,113426.22
27166025806569497_sc,251478.5
27166025806569497_st,145161.03
2716669186132617769_sc,134311.73
2716669186132617769_st,119847.75
2718523668801703038_sc,134311.73
2718523668801703038_st,119847.75
2719124877868397669_sc,256107.38
2719124877868397669_st,119847.75
2721362567675594310_sc,255123.75
2721362567675594310_st,227341.31
272541166462578165_sc,134311.73
272541166462578165_st,85043.516
2728506866845210190_sc,256571.1
2728506866845210190_st,13458.561000000002
2729093921219703785_sc,134311.73
2729093921219703785_st,174829.1
2730159504317943083_sc,134311.73
2730159504317943083_st,119847.75
2735554048862674201_sc,134311.73
2735554048862674201_st,61942.375
2736522429783924035_sc,243053.89
2736522429783924035_st,115158.875
2736668956288092933_sc,246664.31
2736668956288092933_st,170109.86
2739684169027985744_sc,252563.52
2739684169027985744_st,170329.45
2740863942198582707_sc,134311.73
2740863942198582707_st,76259.54
2741925699295683882_sc,252949.53
2741925699295683882_st,184345.62
2743637704467784998_sc,255145.48
2743637704467784998_st,176687.05
2746889534286802304_sc,253924.08
2746889534286802304_st,233161.47
274695744481117818_sc,247947.58
274695744481117818_st,132618.25
2748070125705997491_sc,243917.17
2748070125705997491_st,169537.11
2750995589356373748_sc,254064.27
2750995589356373748_st,70672.29
2754748478218546062_sc,252563.52
2754748478218546062_st,105320.445
2755075493912440881_sc,134311.73
2755075493912440881_st,78711.734
2763720047331310169_sc,252898.08
2763720047331310169_st,198023.05
2766862274395107432_sc,134311.73
2766862274395107432_st,121933.98
2767931153245300732_sc,256107.38
2767931153245300732_st,93870.37
2771300262432026910_sc,134311.73
2771300262432026910_st,74277.48
2772129680807685765_sc,252898.08
2772129680807685765_st,145639.52
2772851852812186289_sc,134311.73
2772851852812186289_st,119847.75
2775647880152437385_sc,256107.38
2775647880152437385_st,119847.75
277720213692756024_sc,134311.73
277720213692756024_st,119847.75
2787751402700904178_sc,134311.73
2787751402700904178_st,75132.484
2789880617034718154_sc,134311.73
2789880617034718154_st,172912.9
2792972516924818188_sc,254936.53
2792972516924818188_st,121996.33
2798979606625786307_sc,134311.73
2798979606625786307_st,193711.78
2799630459422003327_sc,134311.73
2799630459422003327_st,15102.794
2803725878357284410_sc,134311.73
2803725878357284410_st,180448.7
2809575926074600193_sc,231198.3
2809575926074600193_st,13138.219
281141536169719364_sc,134311.73
281141536169719364_st,70898.39
2811739917472243949_sc,256107.38
2811739917472243949_st,119847.75
2813524244163167037_sc,255540.52
2813524244163167037_st,136117.92
2818875365781018212_sc,245653.05
2818875365781018212_st,229994.3
2822304187116884215_sc,134311.73
2822304187116884215_st,63231.867
2822715040264134719_sc,134311.73
2822715040264134719_st,194780.39
2823415913940346130_sc,134311.73
2823415913940346130_st,119847.75
2823877798610043622_sc,255002.7
2823877798610043622_st,1962.72
2828955475784879178_sc,254050.88
2828955475784879178_st,184654.31
283333275088814139_sc,134311.73
283333275088814139_st,114127.21
283679910598370108_sc,252745.88
283679910598370108_st,84067.56
2837828059786070899_sc,134311.73
2837828059786070899_st,122012.69
2841970247099041725_sc,247200.84
2841970247099041725_st,232645.33
2845688463941585151_sc,243827.1
2845688463941585151_st,140445.58
2848700044500530120_sc,134311.73
2848700044500530120_st,80293.766
2849184271263110686_sc,257675.77
2849184271263110686_st,52103.51
2855032838593075968_sc,134311.73
2855032838593075968_st,119847.75
2859254444867879820_sc,255002.7
2859254444867879820_st,82697.89
2859383778838750439_sc,134311.73
2859383778838750439_st,119847.75
2860629413100415416_sc,134311.73
2860629413100415416_st,18680.283
2862260576426339952_sc,252955.88
2862260576426339952_st,2389.637
28626901849894735_sc,253876.06
28626901849894735_st,172173.25
2863160690040044042_sc,244704.38
2863160690040044042_st,103830.266
2865772247077428106_sc,255709.73
2865772247077428106_st,164729.9
2869882857105483040_sc,243846.08
2869882857105483040_st,95387.984
2873096830911028087_sc,134311.73
2873096830911028087_st,166656.19
2875530641131267393_sc,134311.73
2875530641131267393_st,131454.73
287615195136530286_sc,134311.73
287615195136530286_st,81781.9
2880500903919276580_sc,134311.73
2880500903919276580_st,35954.46
2883611523480447121_sc,134311.73
2883611523480447121_st,70390.36
2884092902426316552_sc,134311.73
2884092902426316552_st,75770.5
2884793578072720724_sc,254216.47
2884793578072720724_st,174968.53
2886487858517742395_sc,253519.08
2886487858517742395_st,146480.44
289020675873427751_sc,254064.27
289020675873427751_st,76925.14
2890480819299313133_sc,257675.77
2890480819299313133_st,153597.31
2890660588205739801_sc,256224.16
2890660588205739801_st,8423.909
2893933521113190902_sc,134311.73
2893933521113190902_st,31059.752
2898200741176317446_sc,134311.73
2898200741176317446_st,119847.75
2898811733055925645_sc,134311.73
2898811733055925645_st,72433.58
2899231612307685188_sc,134311.73
2899231612307685188_st,92425.54
2899576836320123247_sc,253666.06
2899576836320123247_st,74205.72
2901287113933569945_sc,243584.36
2901287113933569945_st,10819.255
2901526886630379527_sc,254936.53
2901526886630379527_st,73371.57
290180300665805166_sc,246907.08
290180300665805166_st,46736.93
2907240270972861658_sc,254837.47
2907240270972861658_st,175160.05
2908524861116015677_sc,253592.62
2908524861116015677_st,130898.71
2909505584800864894_sc,134311.73
2909505584800864894_st,125225.65
2911011842663032458_sc,134311.73
2911011842663032458_st,71217.36
2911416249252691852_sc,254069.86
2911416249252691852_st,49405.22
2919879188565780428_sc,256107.38
2919879188565780428_st,200396.08
2920675133233777050_sc,134311.73
2920675133233777050_st,132670.58
2924292120951521515_sc,134311.73
2924292120951521515_st,119847.75
2925153242674757009_sc,246219.47
2925153242674757009_st,80438.05
29251870622657917_sc,252846.95
29251870622657917_st,93249.195
2926367759133537013_sc,254936.53
2926367759133537013_st,73448.6
2926817776558931759_sc,254517.12
2926817776558931759_st,12262.771
2929975781933236833_sc,246111.2
2929975781933236833_st,203841.28
2930369440237555170_sc,134311.73
2930369440237555170_st,119571.375
2932559844089981857_sc,246888.1
2932559844089981857_st,175146.77
2940988728516669942_sc,253519.08
2940988728516669942_st,230099.38
2942104936792301055_sc,134311.73
2942104936792301055_st,93706.95
2942429951308274606_sc,244416.67
2942429951308274606_st,175511.62
2946869342551701908_sc,134311.73
2946869342551701908_st,90848.09
2948175442350308623_sc,252153.2
2948175442350308623_st,170687.23
2948245420510392881_sc,251023.02
2948245420510392881_st,230287.03
2956299000597738624_sc,231198.3
2956299000597738624_st,1603.3875
2959342714567347513_sc,246219.47
2959342714567347513_st,150299.4
2960818407434292076_sc,134311.73
2960818407434292076_st,160701.17
296262312810567780_sc,254225.3
296262312810567780_st,73324.766
2963306442961305729_sc,134311.73
2963306442961305729_st,131715.58
2969829801803221879_sc,134311.73
2969829801803221879_st,122365.56
2970307141191578437_sc,134311.73
2970307141191578437_st,119847.75
2973078194781067022_sc,255198.16
2973078194781067022_st,71572.98
2973261426273296254_sc,250863.33
2973261426273296254_st,126088.14
2979425415631390179_sc,252745.88
2979425415631390179_st,7476.951999999999
2980297490839241931_sc,247200.84
2980297490839241931_st,70683.97
2980299303280019342_sc,134311.73
2980299303280019342_st,146636.78
2982951064481182630_sc,246650.31
2982951064481182630_st,111295.55
2984557519692246100_sc,254936.53
2984557519692246100_st,187567.33
2988350096541962664_sc,243846.08
2988350096541962664_st,163955.81
2989477614646271174_sc,255728.72
2989477614646271174_st,161776.61
2990586604853237710_sc,256107.38
2990586604853237710_st,18513.709
2991676661484396895_sc,245877.11
2991676661484396895_st,121001.94
2993532939881645049_sc,134311.73
2993532939881645049_st,119847.75
299735009220268211_sc,254405.97
299735009220268211_st,86020.734
2999364724812332308_sc,254064.27
2999364724812332308_st,121682.27
2999739104586079311_sc,134311.73
2999739104586079311_st,165977.34
3000743843873336193_sc,134311.73
3000743843873336193_st,119847.75
3004337281488491862_sc,244416.67
3004337281488491862_st,140662.67
3005239600372026578_sc,248709.88
3005239600372026578_st,166088.48
3007847273422678516_sc,134311.73
3007847273422678516_st,52775.11
3008375976504780923_sc,134311.73
3008375976504780923_st,1630.3386
3011391601857429129_sc,134311.73
3011391601857429129_st,119847.75
3013452407777234385_sc,253519.08
3013452407777234385_st,170301.84
3014051788181914368_sc,134311.73
3014051788181914368_st,92992.555
3015728650082320700_sc,251923.53
3015728650082320700_st,41994.918
301706380030517873_sc,256571.1
301706380030517873_st,159944.11
3018757646247120874_sc,253693.5
3018757646247120874_st,62704.074
3019228335165375911_sc,255002.7
3019228335165375911_st,171231.92
302262623587675068_sc,134311.73
302262623587675068_st,116743.17
3022980063711653653_sc,134311.73
3022980063711653653_st,171629.16
3023178998733156546_sc,256107.38
3023178998733156546_st,51407.33
3023336761160658896_sc,246888.1
3023336761160658896_st,169726.75
3026721207081386334_sc,134311.73
3026721207081386334_st,119847.75
30270352558265984_sc,257814.2
30270352558265984_st,244919.1
3027376511892879183_sc,254064.27
3027376511892879183_st,21586.9
3030112829082880414_sc,242260.94
3030112829082880414_st,175431.62
303092259385840804_sc,253666.06
303092259385840804_st,68543.16
3031905217641816121_sc,134311.73
3031905217641816121_st,149701.98
3032528019974782509_sc,134311.73
3032528019974782509_st,119847.75
3035437609466407299_sc,134311.73
3035437609466407299_st,34291.937999999995
3036512749306595568_sc,252901.31
3036512749306595568_st,58883.05
3037779164352160462_sc,246664.31
3037779164352160462_st,61920.16
304277375782965945_sc,134311.73
304277375782965945_st,84663.63
3045823009447156201_sc,243827.1
3045823009447156201_st,228869.72
3047046662433111751_sc,256107.38
3047046662433111751_st,127138.97
3049935761390465502_sc,134311.73
3049935761390465502_st,119847.75
3052328911073309672_sc,134311.73
3052328911073309672_st,183260.97
3053424549814493729_sc,134311.73
3053424549814493729_st,62407.25
3056028901449660589_sc,134311.73
3056028901449660589_st,65327.655999999995
3056496193309180369_sc,134311.73
3056496193309180369_st,13411.8125
3057201193707403038_sc,134311.73
3057201193707403038_st,26931.97
3057298069512174447_sc,134311.73
3057298069512174447_st,39766.074
3057683843871869599_sc,246219.47
3057683843871869599_st,7389.855
3059152842336328486_sc,246888.1
3059152842336328486_st,230960.95
3059733705055216822_sc,256107.38
3059733705055216822_st,11481.002
3059807483647270115_sc,134311.73
3059807483647270115_st,88956.75
3060990697035096831_sc,134311.73
3060990697035096831_st,143942.38
3061437839397530213_sc,249003.64
3061437839397530213_st,119417.19
306201549474470208_sc,134311.73
306201549474470208_st,102591.805
3062561641088484750_sc,134311.73
3062561641088484750_st,79050.836
306267453945591221_sc,134311.73
306267453945591221_st,104438.09
306295876498399040_sc,254668.25
306295876498399040_st,38413.266
3064382065216586043_sc,134311.73
3064382065216586043_st,83882.586
3065152690537683419_sc,252898.08
3065152690537683419_st,233771.02
3065749611935866818_sc,246907.08
3065749611935866818_st,98300.74
3068355549743843406_sc,249003.64
3068355549743843406_st,233438.88
3069271271511229730_sc,256107.38
3069271271511229730_st,98467.24
3069324546630310450_sc,134311.73
3069324546630310450_st,160444.48
3070096496357849496_sc,244173.9
3070096496357849496_st,166766.95
3072781577330789277_sc,134311.73
3072781577330789277_st,45597.855
3073239788968846298_sc,134311.73
3073239788968846298_st,119847.75
3074723869085034559_sc,245495.9
3074723869085034559_st,-3416.9688
3075197052326157036_sc,134311.73
3075197052326157036_st,162014.52
3076081998698886832_sc,245495.9
3076081998698886832_st,157266.44
3077204395988907580_sc,244709.36
3077204395988907580_st,63879.25
3079760554114300565_sc,254748.33
3079760554114300565_st,236391.02
3082449889489499456_sc,134311.73
3082449889489499456_st,153620.86
3083028284057482793_sc,249003.64
3083028284057482793_st,132596.47
3083541535124690446_sc,246749.94
3083541535124690446_st,172961.22
3086587346716204414_sc,246321.3
3086587346716204414_st,230734.42
308944419142764899_sc,253181.52
308944419142764899_st,235741.84
3090487566115573391_sc,244966.1
3090487566115573391_st,48385.934
3090902395165103628_sc,134311.73
3090902395165103628_st,114813.484
3091270038256839685_sc,134311.73
3091270038256839685_st,119847.75
3092196095422060211_sc,134311.73
3092196095422060211_st,119847.75
3093774065692231498_sc,252105.89
3093774065692231498_st,22742.017999999996
3099336173836940681_sc,134311.73
3099336173836940681_st,28774.752
3100370478761185431_sc,134311.73
3100370478761185431_st,17300.36
3101303875496378603_sc,254216.47
3101303875496378603_st,181944.44
3101965660470407077_sc,134311.73
3101965660470407077_st,119847.75
310321962709894700_sc,134311.73
310321962709894700_st,119847.75
3105234994427757369_sc,253519.08
3105234994427757369_st,55757.652
3111272663202932677_sc,246219.47
3111272663202932677_st,159036.97
3112451874033008219_sc,251020.25
3112451874033008219_st,34127.83
3115871745338606700_sc,254856.45
3115871745338606700_st,153285.72
3121311586959732644_sc,247200.84
3121311586959732644_st,107716.1
3122401001894281625_sc,254512.81
3122401001894281625_st,107723.336
312639690284977170_sc,257675.77
312639690284977170_st,119847.75
3128145151603245248_sc,254936.53
3128145151603245248_st,237256.55
3129323880892009293_sc,257675.77
3129323880892009293_st,143201.7
3134837353987943942_sc,252898.08
3134837353987943942_st,99440.23
3139981846352991435_sc,241816.75
3139981846352991435_st,3004.9395
3140323035840550562_sc,245544.3
3140323035840550562_st,149692.03
314298725829269771_sc,252898.08
314298725829269771_st,75437.15
3143211942143826950_sc,246664.31
3143211942143826950_st,53869.13
3144213149273258171_sc,134311.73
3144213149273258171_st,30453.37
314715295764604476_sc,255772.38
314715295764604476_st,232836.7
3147857495006591365_sc,245189.88
3147857495006591365_st,62532.297
3149563041121077554_sc,134311.73
3149563041121077554_st,55303.67
3150791614190278060_sc,252745.88
3150791614190278060_st,224987.1
315177544481427677_sc,254936.53
315177544481427677_st,24797.792999999998
3151854981132948307_sc,134311.73
3151854981132948307_st,198250.36
3155399339962003981_sc,253592.62
3155399339962003981_st,113400.47
3158344902126417157_sc,255145.48
3158344902126417157_st,172600.23
3165403350450358986_sc,134311.73
3165403350450358986_st,119847.75
3166756655871643852_sc,134311.73
3166756655871643852_st,171464.38
3168869014910151962_sc,134311.73
3168869014910151962_st,93014.08
3171554921304356075_sc,242944.38
3171554921304356075_st,125593.805
317305742445456743_sc,134311.73
317305742445456743_st,119847.75
3175332956154232854_sc,134311.73
3175332956154232854_st,138395.39
3179056308473868402_sc,245877.11
3179056308473868402_st,108954.875
3180366415118796640_sc,245051.72
3180366415118796640_st,162957.6
3181505027806716064_sc,134311.73
3181505027806716064_st,61203.844000000005
3182593296274463132_sc,134311.73
3182593296274463132_st,35176.42
3183723554725460822_sc,255728.72
3183723554725460822_st,234201.86
3191065655756500122_sc,247436.86
3191065655756500122_st,58429.47
3195382756119960123_sc,247011.66
3195382756119960123_st,147803.61
3197749339671388664_sc,244069.38
3197749339671388664_st,159105.23
3198857993573938899_sc,254064.27
3198857993573938899_st,231617.6
3199963500377195436_sc,253821.5
3199963500377195436_st,34766.687999999995
3201470599500193259_sc,246664.31
3201470599500193259_st,150876.89
3203154582724482981_sc,242876.23
3203154582724482981_st,196774.06
3205141471894123572_sc,134311.73
3205141471894123572_st,119847.75
3205314105789971864_sc,255709.73
3205314105789971864_st,65231.52
320643565808973155_sc,254856.45
320643565808973155_st,225695.78
3207161641133205230_sc,243053.89
3207161641133205230_st,127217.72
3207364435361793240_sc,134311.73
3207364435361793240_st,59713.492
3209042848786968922_sc,246992.67
3209042848786968922_st,88203.65
3212714779716119835_sc,246669.3
3212714779716119835_st,232194.6
321959784226548771_sc,134311.73
321959784226548771_st,47910.3
3219785961563797899_sc,243846.08
3219785961563797899_st,107855.16
3220217492937131900_sc,134311.73
3220217492937131900_st,148540.11
3220261180291892538_sc,256017.75
3220261180291892538_st,140949.4
3222022802439300964_sc,134311.73
3222022802439300964_st,119847.75
3223113076876810826_sc,252745.88
3223113076876810826_st,219983.55
3223437333517281181_sc,134311.73
3223437333517281181_st,119847.75
3228344015010333257_sc,134311.73
3228344015010333257_st,78772.83
3233911784861016638_sc,254613.69
3233911784861016638_st,116691.414
3233946486982523460_sc,134311.73
3233946486982523460_st,184919.78
3235628691761781442_sc,257675.77
3235628691761781442_st,32152.968999999997
3237501159316177871_sc,253592.62
3237501159316177871_st,88217.45
3238513504101721058_sc,250173.5
3238513504101721058_st,30770.48
3238934350569588516_sc,255242.47
3238934350569588516_st,235055.0
3240983531057736623_sc,231198.3
3240983531057736623_st,89304.375
3241935346528109483_sc,134311.73
3241935346528109483_st,160682.56
3243891980020549283_sc,134311.73
3243891980020549283_st,111429.28
3244807130677441526_sc,250965.69
3244807130677441526_st,55211.62
3250029960152860334_sc,134311.73
3250029960152860334_st,119847.75
3251140061235690499_sc,134311.73
3251140061235690499_st,119847.75
3253792757346482797_sc,134311.73
3253792757346482797_st,94796.82
3255962674577456440_sc,254064.27
3255962674577456440_st,63328.72
3258269714632495175_sc,134311.73
3258269714632495175_st,119847.75
3258655243705308954_sc,255132.83
3258655243705308954_st,170787.75
3259829807236472897_sc,246669.3
3259829807236472897_st,201161.27
3261532200343831240_sc,134311.73
3261532200343831240_st,172357.55
3262020032320755832_sc,134311.73
3262020032320755832_st,27219.48
3264884918412959565_sc,255132.83
3264884918412959565_st,153845.44
3265658735384816669_sc,134311.73
3265658735384816669_st,36313.973
3272302320895632701_sc,134311.73
3272302320895632701_st,153412.38
3273262076591302934_sc,134311.73
3273262076591302934_st,115166.7
3278786267823016623_sc,134311.73
3278786267823016623_st,119847.75
3282147327184686048_sc,242762.17
3282147327184686048_st,41096.83
3282497496392114748_sc,253424.28
3282497496392114748_st,106402.625
3283540166043810779_sc,256107.38
3283540166043810779_st,114691.73
3286699066989118437_sc,134311.73
3286699066989118437_st,182919.23
3286881832018496324_sc,256107.38
3286881832018496324_st,8013.598000000001
3286882883431732636_sc,134311.73
3286882883431732636_st,34312.676
3289513616951991535_sc,244416.67
3289513616951991535_st,22929.762000000002
3292295705641471137_sc,242762.17
3292295705641471137_st,148905.08
3293615203750568796_sc,134311.73
3293615203750568796_st,119847.75
3294683469938243206_sc,134311.73
3294683469938243206_st,55824.34
3298734266924568487_sc,134311.73
3298734266924568487_st,119847.75
3301162297355997287_sc,231597.62
3301162297355997287_st,229652.81
3304422871739225775_sc,134311.73
3304422871739225775_st,132090.97
3305144334390477911_sc,134311.73
3305144334390477911_st,170630.42
3307281204623335588_sc,243827.1
3307281204623335588_st,215213.2
3308732471776313936_sc,134311.73
3308732471776313936_st,119847.75
3309023749462671385_sc,255132.83
3309023749462671385_st,87165.63
3310350251214631770_sc,253181.52
3310350251214631770_st,235741.84
3311330124973130129_sc,134311.73
3311330124973130129_st,124361.56
3313512338438480496_sc,255728.72
3313512338438480496_st,148278.38
3313923626031503969_sc,255709.73
3313923626031503969_st,234201.86
3314702920856161849_sc,134311.73
3314702920856161849_st,119847.75
3318668771946723436_sc,245525.31
3318668771946723436_st,226557.31
3319110306240276583_sc,256017.75
3319110306240276583_st,232048.98
3319388280542933094_sc,253674.52
3319388280542933094_st,129928.06
3321601397382502416_sc,242762.17
3321601397382502416_st,38329.926
3323456275492122838_sc,134311.73
3323456275492122838_st,63896.59
3326777805270701329_sc,251524.1
3326777805270701329_st,45725.676
3328386131240223423_sc,254936.53
3328386131240223423_st,119110.68
3330508058871248188_sc,249003.64
3330508058871248188_st,95859.164
3330702673312915786_sc,256017.75
3330702673312915786_st,-2797.3162
3334638357412919781_sc,257675.77
3334638357412919781_st,172283.78
3334793051902837392_sc,254936.53
3334793051902837392_st,78816.445
