ref_hash,obj
3077204395988907580_st,141260.53125
3079760554114300565_sc,255215.25
3079760554114300565_st,238880.84375
3082449889489499456_sc,134696.953125
3082449889489499456_st,183690.71875
3083028284057482793_sc,247854.359375
3083028284057482793_st,166683.140625
3083541535124690446_sc,248399.671875
3083541535124690446_st,197274.78125
3086587346716204414_sc,245725.578125
3086587346716204414_st,237096.703125
308944419142764899_sc,254194.84375
308944419142764899_st,239634.453125
3090487566115573391_sc,243012.78125
3090487566115573391_st,117620.601562
3090902395165103628_sc,132306.59375
3090902395165103628_st,166429.1875
3091270038256839685_sc,135887.109375
3091270038256839685_st,143549.609375
3092196095422060211_sc,135887.109375
3092196095422060211_st,143549.609375
3093774065692231498_sc,250867.5625
3093774065692231498_st,122103.015625
3099336173836940681_sc,134151.640625
3099336173836940681_st,125545.53125
3100370478761185431_sc,133044.28125
3100370478761185431_st,121729.023438
3101303875496378603_sc,254426.03125
3101303875496378603_st,202909.46875
3101965660470407077_sc,135887.109375
3101965660470407077_st,143549.609375
310321962709894700_sc,135887.109375
310321962709894700_st,143549.609375
3105234994427757369_sc,252856.90625
3105234994427757369_st,128682.601562
3111272663202932677_sc,245026.859375
3111272663202932677_st,180932.40625
3112451874033008219_sc,252270.609375
3112451874033008219_st,121170.546875
3115871745338606700_sc,254426.03125
3115871745338606700_st,172825.765625
3121311586959732644_sc,245927.6875
3121311586959732644_st,156524.59375
3122401001894281625_sc,252993.3125
3122401001894281625_st,158599.625
312639690284977170_sc,257446.96875
312639690284977170_st,143083.171875
3128145151603245248_sc,255215.25
3128145151603245248_st,240691.859375
3129323880892009293_sc,257125.765625
3129323880892009293_st,179077.8125
3134837353987943942_sc,253402.21875
3134837353987943942_st,149189.03125
3139981846352991435_sc,247591.34375
3139981846352991435_st,125458.46875
3140323035840550562_sc,246490.75
3140323035840550562_st,167345.984375
314298725829269771_sc,252183.53125
314298725829269771_st,133477.140625
3143211942143826950_sc,246609.953125
3143211942143826950_st,137303.921875
3144213149273258171_sc,133044.28125
3144213149273258171_st,124049.960938
314715295764604476_sc,255894.046875
314715295764604476_st,241368.203125
3147857495006591365_sc,245478.953125
3147857495006591365_st,134035.125
3149563041121077554_sc,134151.640625
3149563041121077554_st,130784.398438
3150791614190278060_sc,253385.0625
3150791614190278060_st,231821.9375
315177544481427677_sc,254260.046875
315177544481427677_st,131164.109375
3151854981132948307_sc,136111.21875
3151854981132948307_st,204595.53125
3155399339962003981_sc,252940.125
3155399339962003981_st,162487.21875
3158344902126417157_sc,254426.03125
3158344902126417157_st,202760.3125
3165403350450358986_sc,135887.109375
3165403350450358986_st,143549.609375
3166756655871643852_sc,132306.59375
3166756655871643852_st,187925.40625
3168869014910151962_sc,134234.859375
3168869014910151962_st,146280.65625
3171554921304356075_sc,243201.296875
3171554921304356075_st,170492.578125
317305742445456743_sc,135887.109375
317305742445456743_st,143549.609375
3175332956154232854_sc,134696.953125
3175332956154232854_st,163455.9375
3179056308473868402_sc,244364.171875
3179056308473868402_st,159328.28125
3180366415118796640_sc,244199.390625
3180366415118796640_st,186911.6875
3181505027806716064_sc,135122.1875
3181505027806716064_st,130203.945312
3182593296274463132_sc,133044.28125
3182593296274463132_st,123366.296875
3183723554725460822_sc,256318.421875
3183723554725460822_st,231229.90625
3191065655756500122_sc,246930.984375
3191065655756500122_st,133813.3125
3195382756119960123_sc,246886.625
3195382756119960123_st,183622.78125
3197749339671388664_sc,242780.109375
3197749339671388664_st,188263.171875
3198857993573938899_sc,254194.84375
3198857993573938899_st,236079.390625
3199963500377195436_sc,253239.640625
3199963500377195436_st,124446.0
3201470599500193259_sc,247250.09375
3201470599500193259_st,212339.59375
3203154582724482981_sc,239978.96875
3203154582724482981_st,200182.578125
3205141471894123572_sc,135887.109375
3205141471894123572_st,143549.609375
3205314105789971864_sc,255363.21875
3205314105789971864_st,145887.796875
320643565808973155_sc,255298.015625
320643565808973155_st,241462.359375
3207161641133205230_sc,243902.078125
3207161641133205230_st,166620.46875
3207364435361793240_sc,134151.640625
3207364435361793240_st,139477.40625
3209042848786968922_sc,246385.671875
3209042848786968922_st,144275.359375
3212714779716119835_sc,246828.75
3212714779716119835_st,234628.15625
321959784226548771_sc,131550.0
321959784226548771_st,86896.9609375
3219785961563797899_sc,243683.859375
3219785961563797899_st,157982.90625
3220217492937131900_sc,133720.859375
3220217492937131900_st,177455.8125
3220261180291892538_sc,255446.4375
3220261180291892538_st,178984.78125
3222022802439300964_sc,135887.109375
3222022802439300964_st,143549.609375
3223113076876810826_sc,252930.125
3223113076876810826_st,229236.40625
3223437333517281181_sc,135887.109375
3223437333517281181_st,143549.609375
3228344015010333257_sc,134151.640625
3228344015010333257_st,144943.625
3233911784861016638_sc,254297.515625
3233911784861016638_st,184412.0625
3233946486982523460_sc,134151.640625
3233946486982523460_st,198507.703125
3235628691761781442_sc,256452.390625
3235628691761781442_st,122264.53125
3237501159316177871_sc,252856.90625
3237501159316177871_st,130001.914062
3238513504101721058_sc,250754.640625
3238513504101721058_st,124920.429688
3238934350569588516_sc,255298.015625
3238934350569588516_st,243674.984375
3240983531057736623_sc,229632.40625
3240983531057736623_st,146896.6875
3241935346528109483_sc,133720.859375
3241935346528109483_st,196064.546875
3243891980020549283_sc,132306.59375
3243891980020549283_st,159456.9375
3244807130677441526_sc,251636.625
3244807130677441526_st,128630.953125
3250029960152860334_sc,135887.109375
3250029960152860334_st,143549.609375
3251140061235690499_sc,135887.109375
3251140061235690499_st,143549.609375
3253792757346482797_sc,134892.53125
3253792757346482797_st,156387.8125
3255962674577456440_sc,251003.96875
3255962674577456440_st,131766.21875
3258269714632495175_sc,135887.109375
3258269714632495175_st,143549.609375
3258655243705308954_sc,255436.21875
3258655243705308954_st,200150.3125
3259829807236472897_sc,246873.65625
3259829807236472897_st,204440.0625
3261532200343831240_sc,132306.59375
3261532200343831240_st,191354.015625
3262020032320755832_sc,133044.28125
3262020032320755832_st,123957.304688
3264884918412959565_sc,254264.546875
3264884918412959565_st,187487.0
3265658735384816669_sc,134151.640625
3265658735384816669_st,133995.140625
3272302320895632701_sc,132613.5
3272302320895632701_st,182834.546875
3273262076591302934_sc,134696.953125
3273262076591302934_st,148276.953125
3278786267823016623_sc,135887.109375
3278786267823016623_st,143549.609375
3282147327184686048_sc,243464.25
3282147327184686048_st,131716.875
3282497496392114748_sc,253239.640625
3282497496392114748_st,152842.9375
3283540166043810779_sc,255436.21875
3283540166043810779_st,159466.390625
3286699066989118437_sc,135205.40625
3286699066989118437_st,198989.171875
3286881832018496324_sc,256109.59375
3286881832018496324_st,122508.554688
3286882883431732636_sc,131550.0
3286882883431732636_st,116400.976562
3289513616951991535_sc,243818.859375
3289513616951991535_st,122677.273438
3292295705641471137_sc,239461.75
3292295705641471137_st,186328.65625
3293615203750568796_sc,135887.109375
3293615203750568796_st,143549.609375
3294683469938243206_sc,131550.0
3294683469938243206_st,127769.445312
3298734266924568487_sc,135887.109375
3298734266924568487_st,143549.609375
3301162297355997287_sc,244140.0625
3301162297355997287_st,236294.609375
3304422871739225775_sc,130442.640625
3304422871739225775_st,149020.34375
3305144334390477911_sc,134234.859375
3305144334390477911_st,187537.09375
3307281204623335588_sc,242794.71875
3307281204623335588_st,212786.046875
3308732471776313936_sc,135887.109375
3308732471776313936_st,143549.609375
3309023749462671385_sc,256109.59375
3309023749462671385_st,148788.71875
3310350251214631770_sc,254194.84375
3310350251214631770_st,242201.484375
3311330124973130129_sc,134234.859375
3311330124973130129_st,157094.75
3313512338438480496_sc,255908.53125
3313512338438480496_st,178153.828125
3313923626031503969_sc,256646.859375
3313923626031503969_st,236263.390625
3314702920856161849_sc,135887.109375
3314702920856161849_st,143549.609375
3318668771946723436_sc,247140.390625
3318668771946723436_st,229604.453125
3319110306240276583_sc,256318.421875
3319110306240276583_st,238820.453125
3319388280542933094_sc,252513.078125
3319388280542933094_st,175488.984375
3321601397382502416_sc,242493.703125
3321601397382502416_st,122107.046875
3323456275492122838_sc,134151.640625
3323456275492122838_st,142911.953125
3326777805270701329_sc,249551.640625
3326777805270701329_st,138500.1875
3328386131240223423_sc,253655.609375
3328386131240223423_st,162616.109375
3330508058871248188_sc,248399.671875
3330508058871248188_st,148113.640625
3330702673312915786_sc,255363.21875
3330702673312915786_st,121814.5625
3334638357412919781_sc,257208.984375
3334638357412919781_st,206422.34375
3334793051902837392_sc,254805.359375
3334793051902837392_st,149050.5625
3335565990016674125_sc,134151.640625
3335565990016674125_st,172161.5625
3336700232142561148_sc,134234.859375
3336700232142561148_st,144594.28125
3339062821873653335_sc,254043.8125
3339062821873653335_st,128848.265625
3340872342738373529_sc,245688.859375
3340872342738373529_st,127643.65625
3347212239294716191_sc,134151.640625
3347212239294716191_st,189086.640625
3351686308787436953_sc,132306.59375
3351686308787436953_st,181130.546875
335199347257740754_sc,134696.953125
335199347257740754_st,154155.515625
3352380177873404114_sc,251719.84375
3352380177873404114_st,183397.328125
3352644197912933292_sc,253239.640625
3352644197912933292_st,143758.328125
3354634950334424839_sc,252975.171875
3354634950334424839_st,161494.171875
3354909106837064610_sc,132306.59375
3354909106837064610_st,187925.40625
3355042657366518905_sc,242493.703125
3355042657366518905_st,130210.75
3356017854843251517_sc,254342.8125
3356017854843251517_st,124887.75
336042738814610562_sc,248175.5625
336042738814610562_st,241433.796875
336131317537691415_sc,134151.640625
336131317537691415_st,140282.1875
3364799483668759441_sc,135649.125
3364799483668759441_st,204238.0625
3364877530778490708_sc,134151.640625
3364877530778490708_st,146061.890625
336603579893007540_sc,134151.640625
336603579893007540_st,135523.671875
3368442780467753865_sc,247140.390625
3368442780467753865_st,233961.28125
3374427678361989318_sc,245155.375
3374427678361989318_st,174114.71875
3375495205907218182_sc,252856.90625
3375495205907218182_st,123859.375
3377569381150850373_sc,253239.640625
3377569381150850373_st,120564.304688
3381530246149586964_sc,134234.859375
3381530246149586964_st,187537.09375
3385344780743307663_sc,134151.640625
3385344780743307663_st,135195.328125
3388038315721593911_sc,251294.609375
3388038315721593911_st,123746.34375
3390248800511599324_sc,252811.609375
3390248800511599324_st,177483.734375
3390590433569404789_sc,134696.953125
3390590433569404789_st,151747.484375
3390973627983413504_sc,256654.90625
3390973627983413504_st,200137.40625
339323392712846874_sc,256109.59375
339323392712846874_st,200187.5
3393420835312002324_sc,257208.984375
3393420835312002324_st,201536.25
3393538200683913934_sc,134151.640625
3393538200683913934_st,138766.578125
3393718942830649578_sc,131199.234375
3393718942830649578_st,181777.09375
3397310189888718917_sc,253812.109375
3397310189888718917_st,234715.09375
3398210892868679752_sc,256625.203125
3398210892868679752_st,157396.359375
3399521285753890954_sc,135887.109375
3399521285753890954_st,143549.609375
3407630960676694769_sc,254719.9375
3407630960676694769_st,129296.296875
3409053021435703884_sc,253790.375
3409053021435703884_st,199803.671875
3412530511093741752_sc,245828.75
3412530511093741752_st,132614.546875
3414477815677495088_sc,250867.5625
3414477815677495088_st,145323.65625
3416018653603729389_sc,247937.578125
3416018653603729389_st,145092.5625
3417508558331183349_sc,253616.765625
3417508558331183349_st,103661.460938
3419511092464023141_sc,243462.71875
3419511092464023141_st,238991.5
3422490949158365985_sc,255280.71875
3422490949158365985_st,175226.328125
3422777417513500532_sc,242711.5
3422777417513500532_st,120530.070312
3427173369750632034_sc,135887.109375
3427173369750632034_st,143549.609375
3429205098229594876_sc,249297.703125
3429205098229594876_st,144706.28125
3429343858659508266_sc,134234.859375
3429343858659508266_st,143177.0
3431931893361964940_sc,245783.453125
3431931893361964940_st,161301.3125
3433357310720280369_sc,134151.640625
3433357310720280369_st,136753.015625
3434976299890985187_sc,254888.125
3434976299890985187_st,146838.40625
3436702477636232009_sc,253586.671875
3436702477636232009_st,165302.75
3437121274935249007_sc,255436.21875
3437121274935249007_st,172479.015625
3437247814797967021_sc,254213.46875
3437247814797967021_st,121161.390625
3437622377320224993_sc,132370.90625
3437622377320224993_st,181885.03125
3438258075293987541_sc,134151.640625
3438258075293987541_st,122486.398438
343895774265559002_sc,254194.84375
343895774265559002_st,237640.921875
344252206276270478_sc,254805.359375
344252206276270478_st,146392.59375
3448831154605042820_sc,256109.59375
3448831154605042820_st,126438.414062
3449647165972976414_sc,252940.125
3449647165972976414_st,194966.90625
345416337957225298_sc,135887.109375
345416337957225298_st,143549.609375
345481582461167855_sc,256109.59375
345481582461167855_st,124855.796875
3459290729524206642_sc,247854.359375
3459290729524206642_st,122072.484375
3461674830297893922_sc,134234.859375
3461674830297893922_st,187537.09375
3465063985717195996_sc,135565.90625
3465063985717195996_st,131512.9375
3468412586548070649_sc,244375.78125
3468412586548070649_st,141606.484375
3469467183435530148_sc,133478.265625
3469467183435530148_st,131394.515625
3469753199215489030_sc,246374.0625
3469753199215489030_st,140638.15625
3470270409008589831_sc,134151.640625
3470270409008589831_st,120712.234375
347083911900948648_sc,134151.640625
347083911900948648_st,178865.421875
3473035995015423005_sc,255543.6875
3473035995015423005_st,237962.625
3473657669745511497_sc,135565.90625
3473657669745511497_st,126951.523438
3477256199407322491_sc,135649.125
3477256199407322491_st,169327.515625
348320512068316325_sc,253784.953125
348320512068316325_st,201595.71875
3486963438557189439_sc,134696.953125
3486963438557189439_st,154061.09375
3491544960295802806_sc,134234.859375
3491544960295802806_st,191763.78125
3492458347157973015_sc,254260.046875
3492458347157973015_st,135043.75
3494539325905640920_sc,253490.90625
3494539325905640920_st,128258.390625
3494761241363752503_sc,135887.109375
3494761241363752503_st,143549.609375
3496699118711797001_sc,134151.640625
3496699118711797001_st,124958.914062
3498509475405271475_sc,252513.078125
3498509475405271475_st,209778.203125
3500022907142289998_sc,254260.046875
3500022907142289998_st,142041.609375
3501128262826528187_sc,134234.859375
3501128262826528187_st,143526.828125
3502302859541931419_sc,135649.125
3502302859541931419_st,152313.4375
3503567023860800116_sc,252856.90625
3503567023860800116_st,129032.015625
3503684198804180836_sc,134234.859375
3503684198804180836_st,163811.96875
3505583370737782420_sc,254342.8125
3505583370737782420_st,169171.171875
3505690598556927942_sc,132306.59375
3505690598556927942_st,174180.796875
3508357477693163747_sc,245005.25
3508357477693163747_st,165876.53125
3510593665834030780_sc,255529.71875
3510593665834030780_st,130706.539062
3512547302573957309_sc,257296.5
3512547302573957309_st,125770.085938
3512928991701199945_sc,252856.90625
3512928991701199945_st,139743.65625
3517298734190417329_sc,244459.0
3517298734190417329_st,146442.5
3522086939720596011_sc,252811.609375
3522086939720596011_st,184590.5625
3527488242598467551_sc,247572.578125
3527488242598467551_st,122008.46875
3528628088722177433_sc,244141.515625
3528628088722177433_st,237975.09375
3529079915307728380_sc,135649.125
3529079915307728380_st,154504.734375
3532560315008657009_sc,243016.96875
3532560315008657009_st,154349.59375
3542126796757146446_sc,252429.859375
3542126796757146446_st,117693.617188
3549665357182727135_sc,254260.046875
3549665357182727135_st,122700.78125
3549746479765752969_sc,243818.859375
3549746479765752969_st,102533.3125
3551536245353409722_sc,134151.640625
3551536245353409722_st,123463.734375
3556921612993667855_sc,242493.703125
3556921612993667855_st,135877.625
3559611693088380181_sc,135887.109375
3559611693088380181_st,143549.609375
3560570395631459891_sc,134151.640625
3560570395631459891_st,146709.0625
3562227496767183486_sc,238705.15625
3562227496767183486_st,134673.484375
3563626351164358342_sc,134234.859375
3563626351164358342_st,188917.109375
3573404195491870117_sc,133044.28125
3573404195491870117_st,135385.625
3575557717566290599_sc,245220.125
3575557717566290599_st,141416.796875
3577141341538735077_sc,134234.859375
3577141341538735077_st,148272.78125
3580456187324370800_sc,245334.71875
3580456187324370800_st,208566.953125
3583345993915706501_sc,256192.8125
3583345993915706501_st,169117.453125
358670927377144863_sc,253110.296875
358670927377144863_st,152164.53125
3589730998512510746_sc,256633.34375
3589730998512510746_st,166948.71875
3593121095079324257_sc,254297.515625
3593121095079324257_st,169793.3125
3600659208061880854_sc,135887.109375
3600659208061880854_st,143549.609375
3601607972552262634_sc,252734.390625
3601607972552262634_st,164583.296875
3603420359978722352_sc,255215.25
3603420359978722352_st,244972.8125
3604648433941930221_sc,252566.265625
3604648433941930221_st,156631.0
3610690330774160880_sc,254426.546875
3610690330774160880_st,132584.0625
3612112376926425955_sc,134151.640625
3612112376926425955_st,124319.273438
361422772098233239_sc,246507.546875
361422772098233239_st,124127.554688
3615308691259056747_sc,134234.859375
3615308691259056747_st,191763.78125
3620117969487526072_sc,253812.109375
3620117969487526072_st,237912.578125
3622545542912700494_sc,245770.484375
3622545542912700494_st,182976.703125
3625892089360670156_sc,254893.546875
3625892089360670156_st,191878.484375
3626226089596966893_sc,246385.671875
3626226089596966893_st,139621.265625
3630444761257537728_sc,134234.859375
3630444761257537728_st,181570.703125
3630938621218067691_sc,254426.546875
3630938621218067691_st,101011.851562
3632841814564295400_sc,254213.46875
3632841814564295400_st,102138.851562
3632890312347466972_sc,247937.578125
3632890312347466972_st,153246.484375
3633271642341240324_sc,245828.75
3633271642341240324_st,130904.875
3633768491379114484_sc,253784.953125
3633768491379114484_st,153013.109375
3634662467897983105_sc,253616.765625
3634662467897983105_st,117473.945312
3639257400881463645_sc,133478.265625
3639257400881463645_st,123733.140625
3639501915236427283_sc,247712.1875
3639501915236427283_st,157540.125
3639798228639837909_sc,254547.296875
3639798228639837909_st,121414.359375
364310757223536119_sc,135887.109375
364310757223536119_st,143549.609375
3643731329016505380_sc,245828.75
3643731329016505380_st,126332.609375
3644331323830049912_sc,134151.640625
3644331323830049912_st,125390.789062
3644437590938244384_sc,254296.6875
3644437590938244384_st,169075.890625
3646691613681283232_sc,133478.265625
3646691613681283232_st,159670.5
3648962142909838181_sc,252856.90625
3648962142909838181_st,180681.703125
365034168867130656_sc,245992.484375
365034168867130656_st,134519.84375
3651423901960139476_sc,246590.765625
3651423901960139476_st,139156.359375
3654198958179954199_sc,254523.28125
3654198958179954199_st,235754.640625
3657232799058171328_sc,243074.53125
3657232799058171328_st,197474.15625
3657366012237434537_sc,253322.859375
3657366012237434537_st,182771.0
3657662592952398228_sc,134234.859375
3657662592952398228_st,132161.453125
3659403972383660077_sc,245844.46875
3659403972383660077_st,127995.703125
3659552508108552639_sc,254938.84375
3659552508108552639_st,123604.585938
3659801638750598943_sc,135649.125
3659801638750598943_st,205097.1875
3660319760183795918_sc,251443.765625
3660319760183795918_st,161514.953125
3663862593000365796_sc,249722.078125
3663862593000365796_st,212418.859375
3664056683709245009_sc,254630.515625
3664056683709245009_st,140261.5
3664247204552696621_sc,134151.640625
3664247204552696621_st,128848.078125
3664411521979985817_sc,135887.109375
3664411521979985817_st,143549.609375
3673938401695472093_sc,132306.59375
3673938401695472093_st,156822.640625
3678305408288485011_sc,253616.25
3678305408288485011_st,176935.03125
3679611985674789519_sc,247845.25
3679611985674789519_st,236371.03125
3680521871577207945_sc,134696.953125
3680521871577207945_st,148024.421875
3680693100669521693_sc,134234.859375
3680693100669521693_st,156770.265625
3684539144954503770_sc,247166.875
3684539144954503770_st,152689.765625
3684631667611995036_sc,134151.640625
3684631667611995036_st,135287.921875
36882518792270675_sc,130442.640625
36882518792270675_st,149187.46875
3690315639726519689_sc,135887.109375
3690315639726519689_st,143549.609375
3690404650694467338_sc,254426.03125
3690404650694467338_st,145990.6875
3693868345354636844_sc,244245.90625
3693868345354636844_st,128536.96875
3694108996649010474_sc,134234.859375
3694108996649010474_st,170367.0
3696285288090185922_sc,135649.125
3696285288090185922_st,206259.203125
3701579622741407289_sc,251206.84375
3701579622741407289_st,156079.75
3701911251000137857_sc,133044.28125
3701911251000137857_st,137538.71875
3703425020698763058_sc,134696.953125
3703425020698763058_st,173389.546875
3709177747369744486_sc,252811.609375
3709177747369744486_st,192287.109375
3712134470227302674_sc,134151.640625
3712134470227302674_st,178826.21875
3718724447232567027_sc,253322.859375
3718724447232567027_st,196731.546875
3721078147097631431_sc,253239.640625
3721078147097631431_st,170417.15625
3727363101763892723_sc,253162.296875
3727363101763892723_st,121359.476562
3729151946754584202_sc,131199.234375
3729151946754584202_st,197522.828125
3729857814892336524_sc,256550.125
3729857814892336524_st,125490.125
3730847093609841977_sc,254342.8125
3730847093609841977_st,121047.921875
3731425980795988245_sc,256550.125
3731425980795988245_st,128840.585938
3732664620593139989_sc,253918.890625
3732664620593139989_st,199058.078125
3733840555812319417_sc,241131.625
3733840555812319417_st,132287.890625
3735064721816751996_sc,136111.21875
3735064721816751996_st,154275.6875
3736394393974278075_sc,132306.59375
3736394393974278075_st,182212.359375
3736626776811907735_sc,132306.59375
3736626776811907735_st,138195.15625
3740144063866648840_sc,135887.109375
3740144063866648840_st,143549.609375
3740799441744045131_sc,243692.578125
3740799441744045131_st,142825.046875
3741370829548270233_sc,254342.8125
3741370829548270233_st,133324.6875
3743241587637096693_sc,254908.28125
3743241587637096693_st,139318.375
3743519746203039550_sc,132306.59375
3743519746203039550_st,135303.46875
3744186103716793506_sc,253813.84375
3744186103716793506_st,213054.390625
3744954556683995209_sc,135887.109375
3744954556683995209_st,143549.609375
3745570378777826616_sc,254938.84375
3745570378777826616_st,134760.3125
374577171863157699_sc,256109.59375
374577171863157699_st,133006.6875
3747893793130762485_sc,134151.640625
3747893793130762485_st,112182.195312
3748029512680363572_sc,135649.125
3748029512680363572_st,203361.203125
374822007940047605_sc,246931.15625
374822007940047605_st,236623.875
3748490558431828325_sc,253239.640625
3748490558431828325_st,148239.265625
375042787055374336_sc,252811.609375
375042787055374336_st,189684.984375
3751551099144376145_sc,134892.53125
3751551099144376145_st,152641.765625
3753013128536437484_sc,253110.296875
3753013128536437484_st,127604.09375
3763131325343325685_sc,256192.8125
3763131325343325685_st,198994.421875
376343760433031967_sc,251754.890625
376343760433031967_st,176490.859375
3764276097211301993_sc,135667.5
3764276097211301993_st,173068.71875
3765113362261676131_sc,134696.953125
3765113362261676131_st,147632.375
3765549387063852112_sc,132306.59375
3765549387063852112_st,176804.1875
3765752949487456157_sc,133044.28125
3765752949487456157_st,132643.625
3767653146337341863_sc,135887.109375
3767653146337341863_st,143549.609375
3768530196916821861_sc,132370.90625
3768530196916821861_st,141294.640625
3768872600977264335_sc,254893.546875
3768872600977264335_st,186111.140625
377014811609599189_sc,239978.96875
377014811609599189_st,183956.859375
3771983116796703908_sc,250963.25
3771983116796703908_st,157853.125
3773278259428239520_sc,256550.125
3773278259428239520_st,168074.140625
3773881548707352606_sc,133044.28125
3773881548707352606_st,131669.8125
3774844165583536978_sc,252940.125
3774844165583536978_st,197109.59375
3775647965564694115_sc,253873.921875
3775647965564694115_st,149095.796875
378783694668292746_sc,134234.859375
378783694668292746_st,184900.984375
3788026673493274468_sc,134234.859375
3788026673493274468_st,166322.359375
3789507702654791064_sc,251870.8125
3789507702654791064_st,200677.09375
3790838703604275005_sc,255975.859375
3790838703604275005_st,129737.40625
3791106865157160759_sc,134541.765625
3791106865157160759_st,155033.921875
3791872180998673389_sc,253194.34375
3791872180998673389_st,195994.71875
3791963217855651915_sc,135649.125
3791963217855651915_st,206259.203125
3796885142646441888_sc,133127.5
3796885142646441888_st,153707.359375
3797945642983221095_sc,245359.078125
3797945642983221095_st,173082.390625
3801428506194874356_sc,251956.578125
3801428506194874356_st,192941.359375
3801659522531320969_sc,254264.546875
3801659522531320969_st,186731.609375
3802822732062705571_sc,134234.859375
3802822732062705571_st,149695.828125
3804678141110330562_sc,252055.015625
3804678141110330562_st,157482.078125
3805293956964625923_sc,135887.109375
3805293956964625923_st,143549.609375
3805512975348983658_sc,252183.53125
3805512975348983658_st,161499.6875
3805787228151947580_sc,253784.953125
3805787228151947580_st,178192.390625
3814988214516514739_sc,245829.4375
3814988214516514739_st,238888.125
3816396206662655070_sc,253835.671875
3816396206662655070_st,163308.984375
3816889281451133331_sc,254893.546875
3816889281451133331_st,167017.84375
3820501057361627126_sc,255446.4375
3820501057361627126_st,154524.453125
3823237686016894384_sc,134151.640625
3823237686016894384_st,197223.71875
3823847084215464364_sc,135649.125
3823847084215464364_st,202830.265625
3824580088648719071_sc,134696.953125
3824580088648719071_st,143201.484375
3827818276079227750_sc,253918.890625
3827818276079227750_st,165273.390625
3832239004038812961_sc,135887.109375
3832239004038812961_st,143549.609375
3837942234819614260_sc,246931.921875
3837942234819614260_st,139855.078125
3838202890624655278_sc,255446.4375
3838202890624655278_st,212102.53125
3844051719189846897_sc,245911.96875
3844051719189846897_st,174354.703125
3844529523151805763_sc,254264.546875
3844529523151805763_st,159702.3125
3846725583900757871_sc,134234.859375
3846725583900757871_st,200959.640625
3846917378988628836_sc,253385.0625
3846917378988628836_st,232286.09375
3851954586153581342_sc,255280.71875
3851954586153581342_st,173627.390625
3853023011780936986_sc,251636.625
3853023011780936986_st,121032.359375
3856560688914949495_sc,134151.640625
3856560688914949495_st,167779.4375
3857111316973122764_sc,254893.546875
3857111316973122764_st,216139.875
3859180493408360570_sc,255363.21875
3859180493408360570_st,150413.453125
3860369518796705464_sc,255465.203125
3860369518796705464_st,190610.90625
386179413317432759_sc,135887.109375
386179413317432759_st,143549.609375
3862283029367147100_sc,248752.390625
3862283029367147100_st,127708.796875
387110220101159461_sc,135887.109375
387110220101159461_st,143549.609375
3871353532289412829_sc,134151.640625
3871353532289412829_st,136645.484375
38720220343019295_sc,251929.625
38720220343019295_st,190628.078125
3872404382995726344_sc,134458.546875
3872404382995726344_st,140629.328125
3873529576890175986_sc,256109.59375
3873529576890175986_st,125759.234375
3874231648189946563_sc,132370.90625
3874231648189946563_st,105274.398438
387438239914087389_sc,132306.59375
387438239914087389_st,158546.84375
3875505706562639755_sc,247140.390625
3875505706562639755_st,228585.1875
387795160680938134_sc,252513.078125
387795160680938134_st,195059.5625
3881132901057255033_sc,135887.109375
3881132901057255033_st,143549.609375
3881686620356933828_sc,245316.359375
3881686620356933828_st,135698.453125
38828589049756310_sc,134151.640625
38828589049756310_st,172410.640625
3892349162019290006_sc,253616.25
3892349162019290006_st,184957.671875
3894888575269214524_sc,243567.796875
3894888575269214524_st,237349.890625
3898877107414542181_sc,135887.109375
3898877107414542181_st,143549.609375
3900920687762286239_sc,252739.40625
3900920687762286239_st,197608.890625
3901279852353173349_sc,133044.28125
3901279852353173349_st,124144.921875
3901503348212592846_sc,133720.859375
3901503348212592846_st,191901.421875
3902629525991550024_sc,247035.3125
3902629525991550024_st,240567.515625
3905324598634853458_sc,253385.0625
3905324598634853458_st,239838.859375
3907307726394120752_sc,248175.5625
3907307726394120752_st,232850.6875
3908719332343931847_sc,254342.8125
3908719332343931847_st,145929.609375
3912449835679974471_sc,256430.796875
3912449835679974471_st,135679.28125
3914108205942212829_sc,252566.265625
3914108205942212829_st,136937.5
3921409779696038020_sc,252811.609375
3921409779696038020_st,167020.6875
3924925731199855423_sc,253790.375
3924925731199855423_st,185665.984375
3925031172672067658_sc,134151.640625
3925031172672067658_st,137565.3125
3926912345193898238_sc,133478.265625
3926912345193898238_st,161320.453125
3927452379397855328_sc,251974.921875
3927452379397855328_st,117806.257812
3928900431133813846_sc,245251.5625
3928900431133813846_st,159084.828125
3929831403318721713_sc,256654.90625
3929831403318721713_st,198250.734375
3930170407965226882_sc,254350.421875
3930170407965226882_st,222612.59375
3930272730771368076_sc,252012.546875
3930272730771368076_st,184084.203125
3930985966891376353_sc,134696.953125
3930985966891376353_st,143916.765625
3932418347989931480_sc,253790.375
3932418347989931480_st,165048.703125
3934763559105859268_sc,252429.859375
3934763559105859268_st,125012.445312
3935862848607144705_sc,134151.640625
3935862848607144705_st,112996.476562
3936167048310580043_sc,246581.734375
3936167048310580043_st,117092.351562
3938835449279109405_sc,134151.640625
3938835449279109405_st,123550.507812
3941800481024866677_sc,246389.09375
3941800481024866677_st,174121.203125
3942266375280079556_sc,244565.890625
3942266375280079556_st,238517.65625
3943091745534409961_sc,131550.0
3943091745534409961_st,139370.921875
3943924498986646636_sc,257671.078125
3943924498986646636_st,184676.6875
